Year,State,CoC Number,CoC Name,Measures,Count
1/1/2008,FL,FL-605,West Palm Beach/Palm Beach County CoC,Unsheltered Homeless,"1,039"
1/1/2008,FL,FL-605,West Palm Beach/Palm Beach County CoC,Unsheltered Homeless Individuals,988
1/1/2008,FL,FL-605,West Palm Beach/Palm Beach County CoC,Unsheltered Homeless People in Families,51
1/1/2008,FL,FL-606,Naples/Collier County CoC,Homeless Individuals,198
1/1/2008,FL,FL-606,Naples/Collier County CoC,Homeless People in Families,91
1/1/2008,FL,FL-606,Naples/Collier County CoC,Sheltered Homeless,160
1/1/2008,FL,FL-606,Naples/Collier County CoC,Sheltered Homeless Individuals,110
1/1/2008,FL,FL-606,Naples/Collier County CoC,Sheltered Homeless People in Families,50
1/1/2008,FL,FL-606,Naples/Collier County CoC,Total Homeless,289
1/1/2008,FL,FL-606,Naples/Collier County CoC,Unsheltered Homeless,129
1/1/2008,FL,FL-606,Naples/Collier County CoC,Unsheltered Homeless Individuals,88
1/1/2008,FL,FL-606,Naples/Collier County CoC,Unsheltered Homeless People in Families,41
1/1/2008,GA,GA-500,Atlanta Continuum of Care,Homeless Individuals,"5,622"
1/1/2008,GA,GA-500,Atlanta Continuum of Care,Homeless People in Families,"1,218"
1/1/2008,GA,GA-500,Atlanta Continuum of Care,Sheltered Homeless,"4,725"
1/1/2008,GA,GA-500,Atlanta Continuum of Care,Sheltered Homeless Individuals,"3,551"
1/1/2008,GA,GA-500,Atlanta Continuum of Care,Sheltered Homeless People in Families,"1,174"
1/1/2008,GA,GA-500,Atlanta Continuum of Care,Total Homeless,"6,840"
1/1/2008,GA,GA-500,Atlanta Continuum of Care,Unsheltered Homeless,"2,115"
1/1/2008,GA,GA-500,Atlanta Continuum of Care,Unsheltered Homeless Individuals,"2,071"
1/1/2008,GA,GA-500,Atlanta Continuum of Care,Unsheltered Homeless People in Families,44
1/1/2008,GA,GA-501,Georgia Balance of State CoC,Homeless Individuals,"5,896"
1/1/2008,GA,GA-501,Georgia Balance of State CoC,Homeless People in Families,"3,444"
1/1/2008,GA,GA-501,Georgia Balance of State CoC,Sheltered Homeless,"2,267"
1/1/2008,GA,GA-501,Georgia Balance of State CoC,Sheltered Homeless Individuals,959
1/1/2008,GA,GA-501,Georgia Balance of State CoC,Sheltered Homeless People in Families,"1,308"
1/1/2008,GA,GA-501,Georgia Balance of State CoC,Total Homeless,"9,340"
1/1/2008,GA,GA-501,Georgia Balance of State CoC,Unsheltered Homeless,"7,073"
1/1/2008,GA,GA-501,Georgia Balance of State CoC,Unsheltered Homeless Individuals,"4,937"
1/1/2008,GA,GA-501,Georgia Balance of State CoC,Unsheltered Homeless People in Families,"2,136"
1/1/2008,GA,GA-503,Athens/Clarke County CoC,Homeless Individuals,308
1/1/2008,GA,GA-503,Athens/Clarke County CoC,Homeless People in Families,154
1/1/2008,GA,GA-503,Athens/Clarke County CoC,Sheltered Homeless,303
1/1/2008,GA,GA-503,Athens/Clarke County CoC,Sheltered Homeless Individuals,161
1/1/2008,GA,GA-503,Athens/Clarke County CoC,Sheltered Homeless People in Families,142
1/1/2008,GA,GA-503,Athens/Clarke County CoC,Total Homeless,462
1/1/2008,GA,GA-503,Athens/Clarke County CoC,Unsheltered Homeless,159
1/1/2008,GA,GA-503,Athens/Clarke County CoC,Unsheltered Homeless Individuals,147
1/1/2008,GA,GA-503,Athens/Clarke County CoC,Unsheltered Homeless People in Families,12
1/1/2008,GA,GA-504,Augusta CoC,Homeless Individuals,393
1/1/2008,GA,GA-504,Augusta CoC,Homeless People in Families,135
1/1/2008,GA,GA-504,Augusta CoC,Sheltered Homeless,496
1/1/2008,GA,GA-504,Augusta CoC,Sheltered Homeless Individuals,365
1/1/2008,GA,GA-504,Augusta CoC,Sheltered Homeless People in Families,131
1/1/2008,GA,GA-504,Augusta CoC,Total Homeless,528
1/1/2008,GA,GA-504,Augusta CoC,Unsheltered Homeless,32
1/1/2008,GA,GA-504,Augusta CoC,Unsheltered Homeless Individuals,28
1/1/2008,GA,GA-504,Augusta CoC,Unsheltered Homeless People in Families,4
1/1/2008,GA,GA-505,Columbus-Muscogee/Russell County CoC,Homeless Individuals,559
1/1/2008,GA,GA-505,Columbus-Muscogee/Russell County CoC,Homeless People in Families,59
1/1/2008,GA,GA-505,Columbus-Muscogee/Russell County CoC,Sheltered Homeless,244
1/1/2008,GA,GA-505,Columbus-Muscogee/Russell County CoC,Sheltered Homeless Individuals,185
1/1/2008,GA,GA-505,Columbus-Muscogee/Russell County CoC,Sheltered Homeless People in Families,59
1/1/2008,GA,GA-505,Columbus-Muscogee/Russell County CoC,Total Homeless,618
1/1/2008,GA,GA-505,Columbus-Muscogee/Russell County CoC,Unsheltered Homeless,374
1/1/2008,GA,GA-505,Columbus-Muscogee/Russell County CoC,Unsheltered Homeless Individuals,374
1/1/2008,GA,GA-505,Columbus-Muscogee/Russell County CoC,Unsheltered Homeless People in Families,0
1/1/2008,GA,GA-506,Marietta/Cobb County CoC,Homeless Individuals,346
1/1/2008,GA,GA-506,Marietta/Cobb County CoC,Homeless People in Families,191
1/1/2008,GA,GA-506,Marietta/Cobb County CoC,Sheltered Homeless,329
1/1/2008,GA,GA-506,Marietta/Cobb County CoC,Sheltered Homeless Individuals,160
1/1/2008,GA,GA-506,Marietta/Cobb County CoC,Sheltered Homeless People in Families,169
1/1/2008,GA,GA-506,Marietta/Cobb County CoC,Total Homeless,537
1/1/2008,GA,GA-506,Marietta/Cobb County CoC,Unsheltered Homeless,208
1/1/2008,GA,GA-506,Marietta/Cobb County CoC,Unsheltered Homeless Individuals,186
1/1/2008,GA,GA-506,Marietta/Cobb County CoC,Unsheltered Homeless People in Families,22
1/1/2008,GA,GA-507,Savannah/Chatham County CoC,Homeless Individuals,604
1/1/2008,GA,GA-507,Savannah/Chatham County CoC,Homeless People in Families,166
1/1/2008,GA,GA-507,Savannah/Chatham County CoC,Sheltered Homeless,501
1/1/2008,GA,GA-507,Savannah/Chatham County CoC,Sheltered Homeless Individuals,335
1/1/2008,GA,GA-507,Savannah/Chatham County CoC,Sheltered Homeless People in Families,166
1/1/2008,GA,GA-507,Savannah/Chatham County CoC,Total Homeless,770
1/1/2008,GA,GA-507,Savannah/Chatham County CoC,Unsheltered Homeless,269
1/1/2008,GA,GA-507,Savannah/Chatham County CoC,Unsheltered Homeless Individuals,269
1/1/2008,GA,GA-507,Savannah/Chatham County CoC,Unsheltered Homeless People in Families,0
1/1/2008,GU,GU-500,Guam CoC,Homeless Individuals,254
1/1/2008,GU,GU-500,Guam CoC,Homeless People in Families,471
1/1/2008,GU,GU-500,Guam CoC,Sheltered Homeless,103
1/1/2008,GU,GU-500,Guam CoC,Sheltered Homeless Individuals,53
1/1/2008,GU,GU-500,Guam CoC,Sheltered Homeless People in Families,50
1/1/2008,GU,GU-500,Guam CoC,Total Homeless,725
1/1/2008,GU,GU-500,Guam CoC,Unsheltered Homeless,622
1/1/2008,GU,GU-500,Guam CoC,Unsheltered Homeless Individuals,201
1/1/2008,GU,GU-500,Guam CoC,Unsheltered Homeless People in Families,421
1/1/2008,HI,HI-500,Hawaii Balance of State CoC,Homeless Individuals,"1,236"
1/1/2008,HI,HI-500,Hawaii Balance of State CoC,Homeless People in Families,"1,075"
1/1/2008,HI,HI-500,Hawaii Balance of State CoC,Sheltered Homeless,746
1/1/2008,HI,HI-500,Hawaii Balance of State CoC,Sheltered Homeless Individuals,337
1/1/2008,HI,HI-500,Hawaii Balance of State CoC,Sheltered Homeless People in Families,409
1/1/2008,HI,HI-500,Hawaii Balance of State CoC,Total Homeless,"2,311"
1/1/2008,HI,HI-500,Hawaii Balance of State CoC,Unsheltered Homeless,"1,565"
1/1/2008,HI,HI-500,Hawaii Balance of State CoC,Unsheltered Homeless Individuals,899
1/1/2008,HI,HI-500,Hawaii Balance of State CoC,Unsheltered Homeless People in Families,666
1/1/2008,HI,HI-501,Honolulu CoC,Homeless Individuals,"2,090"
1/1/2008,HI,HI-501,Honolulu CoC,Homeless People in Families,"1,660"
1/1/2008,HI,HI-501,Honolulu CoC,Sheltered Homeless,"1,957"
1/1/2008,HI,HI-501,Honolulu CoC,Sheltered Homeless Individuals,754
1/1/2008,HI,HI-501,Honolulu CoC,Sheltered Homeless People in Families,"1,203"
1/1/2008,HI,HI-501,Honolulu CoC,Total Homeless,"3,750"
1/1/2008,HI,HI-501,Honolulu CoC,Unsheltered Homeless,"1,793"
1/1/2008,HI,HI-501,Honolulu CoC,Unsheltered Homeless Individuals,"1,336"
1/1/2008,HI,HI-501,Honolulu CoC,Unsheltered Homeless People in Families,457
1/1/2008,IA,IA-500,"Sioux City/Dakota, Woodbury Counties CoC",Homeless Individuals,127
1/1/2008,IA,IA-500,"Sioux City/Dakota, Woodbury Counties CoC",Homeless People in Families,144
1/1/2008,IA,IA-500,"Sioux City/Dakota, Woodbury Counties CoC",Sheltered Homeless,260
1/1/2008,IA,IA-500,"Sioux City/Dakota, Woodbury Counties CoC",Sheltered Homeless Individuals,116
1/1/2008,IA,IA-500,"Sioux City/Dakota, Woodbury Counties CoC",Sheltered Homeless People in Families,144
1/1/2008,IA,IA-500,"Sioux City/Dakota, Woodbury Counties CoC",Total Homeless,271
1/1/2008,IA,IA-500,"Sioux City/Dakota, Woodbury Counties CoC",Unsheltered Homeless,11
1/1/2008,IA,IA-500,"Sioux City/Dakota, Woodbury Counties CoC",Unsheltered Homeless Individuals,11
1/1/2008,IA,IA-500,"Sioux City/Dakota, Woodbury Counties CoC",Unsheltered Homeless People in Families,0
1/1/2008,IA,IA-501,Iowa Balance of State CoC,Homeless Individuals,766
1/1/2008,IA,IA-501,Iowa Balance of State CoC,Homeless People in Families,"1,184"
1/1/2008,IA,IA-501,Iowa Balance of State CoC,Sheltered Homeless,"1,824"
1/1/2008,IA,IA-501,Iowa Balance of State CoC,Sheltered Homeless Individuals,676
1/1/2008,IA,IA-501,Iowa Balance of State CoC,Sheltered Homeless People in Families,"1,148"
1/1/2008,IA,IA-501,Iowa Balance of State CoC,Total Homeless,"1,950"
1/1/2008,IA,IA-501,Iowa Balance of State CoC,Unsheltered Homeless,126
1/1/2008,IA,IA-501,Iowa Balance of State CoC,Unsheltered Homeless Individuals,90
1/1/2008,IA,IA-501,Iowa Balance of State CoC,Unsheltered Homeless People in Families,36
1/1/2008,IA,IA-502,Des Moines/Polk County CoC,Homeless Individuals,716
1/1/2008,IA,IA-502,Des Moines/Polk County CoC,Homeless People in Families,409
1/1/2008,IA,IA-502,Des Moines/Polk County CoC,Sheltered Homeless,"1,003"
1/1/2008,IA,IA-502,Des Moines/Polk County CoC,Sheltered Homeless Individuals,629
1/1/2008,IA,IA-502,Des Moines/Polk County CoC,Sheltered Homeless People in Families,374
1/1/2008,IA,IA-502,Des Moines/Polk County CoC,Total Homeless,"1,125"
1/1/2008,IA,IA-502,Des Moines/Polk County CoC,Unsheltered Homeless,122
1/1/2008,IA,IA-502,Des Moines/Polk County CoC,Unsheltered Homeless Individuals,87
1/1/2008,IA,IA-502,Des Moines/Polk County CoC,Unsheltered Homeless People in Families,35
1/1/2008,ID,ID-500,Boise/Ada County CoC,Homeless Individuals,420
1/1/2008,ID,ID-500,Boise/Ada County CoC,Homeless People in Families,191
1/1/2008,ID,ID-500,Boise/Ada County CoC,Sheltered Homeless,553
1/1/2008,ID,ID-500,Boise/Ada County CoC,Sheltered Homeless Individuals,362
1/1/2008,ID,ID-500,Boise/Ada County CoC,Sheltered Homeless People in Families,191
1/1/2008,ID,ID-500,Boise/Ada County CoC,Total Homeless,611
1/1/2008,ID,ID-500,Boise/Ada County CoC,Unsheltered Homeless,58
1/1/2008,ID,ID-500,Boise/Ada County CoC,Unsheltered Homeless Individuals,58
1/1/2008,ID,ID-500,Boise/Ada County CoC,Unsheltered Homeless People in Families,0
1/1/2008,ID,ID-501,Idaho Balance of State,Homeless Individuals,397
1/1/2008,ID,ID-501,Idaho Balance of State,Homeless People in Families,456
1/1/2008,ID,ID-501,Idaho Balance of State,Sheltered Homeless,697
1/1/2008,ID,ID-501,Idaho Balance of State,Sheltered Homeless Individuals,295
1/1/2008,ID,ID-501,Idaho Balance of State,Sheltered Homeless People in Families,402
1/1/2008,ID,ID-501,Idaho Balance of State,Total Homeless,853
1/1/2008,ID,ID-501,Idaho Balance of State,Unsheltered Homeless,156
1/1/2008,ID,ID-501,Idaho Balance of State,Unsheltered Homeless Individuals,102
1/1/2008,ID,ID-501,Idaho Balance of State,Unsheltered Homeless People in Families,54
1/1/2008,IL,IL-500,McHenry County CoC,Homeless Individuals,122
1/1/2008,IL,IL-500,McHenry County CoC,Homeless People in Families,77
1/1/2008,IL,IL-500,McHenry County CoC,Sheltered Homeless,195
1/1/2008,IL,IL-500,McHenry County CoC,Sheltered Homeless Individuals,118
1/1/2008,IL,IL-500,McHenry County CoC,Sheltered Homeless People in Families,77
1/1/2008,IL,IL-500,McHenry County CoC,Total Homeless,199
1/1/2008,IL,IL-500,McHenry County CoC,Unsheltered Homeless,4
1/1/2008,IL,IL-500,McHenry County CoC,Unsheltered Homeless Individuals,4
1/1/2008,IL,IL-500,McHenry County CoC,Unsheltered Homeless People in Families,0
1/1/2008,IL,IL-501,"Rockford/Winnebago, Boone Counties CoC",Homeless Individuals,321
1/1/2008,IL,IL-501,"Rockford/Winnebago, Boone Counties CoC",Homeless People in Families,254
1/1/2008,IL,IL-501,"Rockford/Winnebago, Boone Counties CoC",Sheltered Homeless,525
1/1/2008,IL,IL-501,"Rockford/Winnebago, Boone Counties CoC",Sheltered Homeless Individuals,276
1/1/2008,IL,IL-501,"Rockford/Winnebago, Boone Counties CoC",Sheltered Homeless People in Families,249
1/1/2008,IL,IL-501,"Rockford/Winnebago, Boone Counties CoC",Total Homeless,575
1/1/2008,IL,IL-501,"Rockford/Winnebago, Boone Counties CoC",Unsheltered Homeless,50
1/1/2008,IL,IL-501,"Rockford/Winnebago, Boone Counties CoC",Unsheltered Homeless Individuals,45
1/1/2008,IL,IL-501,"Rockford/Winnebago, Boone Counties CoC",Unsheltered Homeless People in Families,5
1/1/2008,IL,IL-502,Waukegan/North Chicago/Lake County CoC,Homeless Individuals,221
1/1/2008,IL,IL-502,Waukegan/North Chicago/Lake County CoC,Homeless People in Families,218
1/1/2008,IL,IL-502,Waukegan/North Chicago/Lake County CoC,Sheltered Homeless,430
1/1/2008,IL,IL-502,Waukegan/North Chicago/Lake County CoC,Sheltered Homeless Individuals,212
1/1/2008,IL,IL-502,Waukegan/North Chicago/Lake County CoC,Sheltered Homeless People in Families,218
1/1/2008,IL,IL-502,Waukegan/North Chicago/Lake County CoC,Total Homeless,439
1/1/2008,IL,IL-502,Waukegan/North Chicago/Lake County CoC,Unsheltered Homeless,9
1/1/2008,IL,IL-502,Waukegan/North Chicago/Lake County CoC,Unsheltered Homeless Individuals,9
1/1/2008,IL,IL-502,Waukegan/North Chicago/Lake County CoC,Unsheltered Homeless People in Families,0
1/1/2008,IL,IL-503,Champaign/Urbana/Rantoul/Champaign County CoC,Homeless Individuals,158
1/1/2008,IL,IL-503,Champaign/Urbana/Rantoul/Champaign County CoC,Homeless People in Families,271
1/1/2008,IL,IL-503,Champaign/Urbana/Rantoul/Champaign County CoC,Sheltered Homeless,416
1/1/2008,IL,IL-503,Champaign/Urbana/Rantoul/Champaign County CoC,Sheltered Homeless Individuals,156
1/1/2008,IL,IL-503,Champaign/Urbana/Rantoul/Champaign County CoC,Sheltered Homeless People in Families,260
1/1/2008,IL,IL-503,Champaign/Urbana/Rantoul/Champaign County CoC,Total Homeless,429
1/1/2008,IL,IL-503,Champaign/Urbana/Rantoul/Champaign County CoC,Unsheltered Homeless,13
1/1/2008,IL,IL-503,Champaign/Urbana/Rantoul/Champaign County CoC,Unsheltered Homeless Individuals,2
1/1/2008,IL,IL-503,Champaign/Urbana/Rantoul/Champaign County CoC,Unsheltered Homeless People in Families,11
1/1/2008,IL,IL-504,Madison County CoC,Homeless Individuals,69
1/1/2008,IL,IL-504,Madison County CoC,Homeless People in Families,145
1/1/2008,IL,IL-504,Madison County CoC,Sheltered Homeless,189
1/1/2008,IL,IL-504,Madison County CoC,Sheltered Homeless Individuals,48
1/1/2008,IL,IL-504,Madison County CoC,Sheltered Homeless People in Families,141
1/1/2008,IL,IL-504,Madison County CoC,Total Homeless,214
1/1/2008,IL,IL-504,Madison County CoC,Unsheltered Homeless,25
1/1/2008,IL,IL-504,Madison County CoC,Unsheltered Homeless Individuals,21
1/1/2008,IL,IL-504,Madison County CoC,Unsheltered Homeless People in Families,4
1/1/2008,IL,IL-506,Joliet/Bolingbrook/Will County CoC,Homeless Individuals,158
1/1/2008,IL,IL-506,Joliet/Bolingbrook/Will County CoC,Homeless People in Families,151
1/1/2008,IL,IL-506,Joliet/Bolingbrook/Will County CoC,Sheltered Homeless,299
1/1/2008,IL,IL-506,Joliet/Bolingbrook/Will County CoC,Sheltered Homeless Individuals,148
1/1/2008,IL,IL-506,Joliet/Bolingbrook/Will County CoC,Sheltered Homeless People in Families,151
1/1/2008,IL,IL-506,Joliet/Bolingbrook/Will County CoC,Total Homeless,309
1/1/2008,IL,IL-506,Joliet/Bolingbrook/Will County CoC,Unsheltered Homeless,10
1/1/2008,IL,IL-506,Joliet/Bolingbrook/Will County CoC,Unsheltered Homeless Individuals,10
1/1/2008,IL,IL-506,Joliet/Bolingbrook/Will County CoC,Unsheltered Homeless People in Families,0
1/1/2008,IL,IL-507,"Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford CoC",Homeless Individuals,202
1/1/2008,IL,IL-507,"Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford CoC",Homeless People in Families,148
1/1/2008,IL,IL-507,"Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford CoC",Sheltered Homeless,342
1/1/2008,IL,IL-507,"Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford CoC",Sheltered Homeless Individuals,194
1/1/2008,IL,IL-507,"Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford CoC",Sheltered Homeless People in Families,148
1/1/2008,IL,IL-507,"Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford CoC",Total Homeless,350
1/1/2008,IL,IL-507,"Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford CoC",Unsheltered Homeless,8
1/1/2008,IL,IL-507,"Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford CoC",Unsheltered Homeless Individuals,8
1/1/2008,IL,IL-507,"Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford CoC",Unsheltered Homeless People in Families,0
1/1/2008,IL,IL-508,East Saint Louis/Belleville/Saint Clair County CoC,Homeless Individuals,306
1/1/2008,IL,IL-508,East Saint Louis/Belleville/Saint Clair County CoC,Homeless People in Families,364
1/1/2008,IL,IL-508,East Saint Louis/Belleville/Saint Clair County CoC,Sheltered Homeless,218
1/1/2008,IL,IL-508,East Saint Louis/Belleville/Saint Clair County CoC,Sheltered Homeless Individuals,86
1/1/2008,IL,IL-508,East Saint Louis/Belleville/Saint Clair County CoC,Sheltered Homeless People in Families,132
1/1/2008,IL,IL-508,East Saint Louis/Belleville/Saint Clair County CoC,Total Homeless,670
1/1/2008,IL,IL-508,East Saint Louis/Belleville/Saint Clair County CoC,Unsheltered Homeless,452
1/1/2008,IL,IL-508,East Saint Louis/Belleville/Saint Clair County CoC,Unsheltered Homeless Individuals,220
1/1/2008,IL,IL-508,East Saint Louis/Belleville/Saint Clair County CoC,Unsheltered Homeless People in Families,232
1/1/2008,IL,IL-509,Dekalb City & County CoC,Homeless Individuals,60
1/1/2008,IL,IL-509,Dekalb City & County CoC,Homeless People in Families,70
1/1/2008,IL,IL-509,Dekalb City & County CoC,Sheltered Homeless,106
1/1/2008,IL,IL-509,Dekalb City & County CoC,Sheltered Homeless Individuals,48
1/1/2008,IL,IL-509,Dekalb City & County CoC,Sheltered Homeless People in Families,58
1/1/2008,IL,IL-509,Dekalb City & County CoC,Total Homeless,130
1/1/2008,IL,IL-509,Dekalb City & County CoC,Unsheltered Homeless,24
1/1/2008,IL,IL-509,Dekalb City & County CoC,Unsheltered Homeless Individuals,12
1/1/2008,IL,IL-509,Dekalb City & County CoC,Unsheltered Homeless People in Families,12
1/1/2008,IL,IL-510,Chicago CoC,Homeless Individuals,"3,927"
1/1/2008,IL,IL-510,Chicago CoC,Homeless People in Families,"2,052"
1/1/2008,IL,IL-510,Chicago CoC,Sheltered Homeless,"4,346"
1/1/2008,IL,IL-510,Chicago CoC,Sheltered Homeless Individuals,"2,359"
1/1/2008,IL,IL-510,Chicago CoC,Sheltered Homeless People in Families,"1,987"
1/1/2008,IL,IL-510,Chicago CoC,Total Homeless,"5,979"
1/1/2008,IL,IL-510,Chicago CoC,Unsheltered Homeless,"1,633"
1/1/2008,IL,IL-510,Chicago CoC,Unsheltered Homeless Individuals,"1,568"
1/1/2008,IL,IL-510,Chicago CoC,Unsheltered Homeless People in Families,65
1/1/2008,IL,IL-511,Cook County CoC,Homeless Individuals,721
1/1/2008,IL,IL-511,Cook County CoC,Homeless People in Families,699
1/1/2008,IL,IL-511,Cook County CoC,Sheltered Homeless,"1,162"
1/1/2008,IL,IL-511,Cook County CoC,Sheltered Homeless Individuals,472
1/1/2008,IL,IL-511,Cook County CoC,Sheltered Homeless People in Families,690
1/1/2008,IL,IL-511,Cook County CoC,Total Homeless,"1,420"
1/1/2008,IL,IL-511,Cook County CoC,Unsheltered Homeless,258
1/1/2008,IL,IL-511,Cook County CoC,Unsheltered Homeless Individuals,249
1/1/2008,IL,IL-511,Cook County CoC,Unsheltered Homeless People in Families,9
1/1/2008,IL,IL-512,Bloomington/Central Illinois CoC,Homeless Individuals,228
1/1/2008,IL,IL-512,Bloomington/Central Illinois CoC,Homeless People in Families,239
1/1/2008,IL,IL-512,Bloomington/Central Illinois CoC,Sheltered Homeless,399
1/1/2008,IL,IL-512,Bloomington/Central Illinois CoC,Sheltered Homeless Individuals,185
1/1/2008,IL,IL-512,Bloomington/Central Illinois CoC,Sheltered Homeless People in Families,214
1/1/2008,IL,IL-512,Bloomington/Central Illinois CoC,Total Homeless,467
1/1/2008,IL,IL-512,Bloomington/Central Illinois CoC,Unsheltered Homeless,68
1/1/2008,IL,IL-512,Bloomington/Central Illinois CoC,Unsheltered Homeless Individuals,43
1/1/2008,IL,IL-512,Bloomington/Central Illinois CoC,Unsheltered Homeless People in Families,25
